MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnsweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus,Churn
71.5,246,75,0.25,0,0,102,-0.2,4,0,4.7,0,0,72.5,10.7,1.7,26,11.7,4,0,0,50,4,3,SFRSCL408,3,3,632,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,30,No,1-Highest,Other,Other,?,Yes
88.05,1277,85,8.58,0,0.8,294,5.4,24.7,1.7,50.7,2.7,1,304.2,57.3,6.7,105.7,158.3,26.3,0,0,29,1,1,LAXCDG310,6,4,4,40,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,1,No,0,60,No,2-High,Other,Other,No,No
30.26,60,40,0,0,0,16,-0.3,0,0.7,2.3,0,0,4.4,3.3,0.7,7.3,7,0.7,0,0,16,1,1,BOSPRO401,1,1,476,56,50,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,?,No,2-High,Town,Other,Yes,No
96.51,646,50,2.48,134,0,33,9.6,5.3,0.3,38.3,0,0.7,44.9,10,0.3,118.7,33,5.7,0,0.3,16,1,1,DETWYN734,1,1,475,32,32,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,8,No,0,?,No,2-High,Suburban,Other,Yes,No
77.41,543,75,2.23,0,0,-364,0.3,9.3,0.7,66.7,0,0,80.2,26.7,7,198.3,70.3,10,0,2,35,1,1,MILMIL414,2,2,-3,54,0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,8,No,0,60,No,1-Highest,Other,Professiol,Yes,No
63.42,691,55,0.74,46,0,-355,-13.4,1.3,15.7,11.7,6,1.7,162.4,16.3,5.7,73.3,98.3,17,0,1.3,9,1,1,NCRVIR757,1,1,259,52,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,4,No,0,?,No,3-Good,Other,Other,No,No
157.22,1204,74,1.98,492,0,500,-17.4,3.7,11.7,37.3,2,0,369.6,56,23,395.3,119.7,15.3,0,7.7,20,1,1,DALDAL214,2,2,600,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,80,No,5-Low,Other,Other,?,No
53.99,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,NYCWHI914,1,1,389,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,?,No,3-Good,Other,Other,?,Yes
58.7,581,45,1.24,56,0.3,558,59.5,7.3,1.7,20.3,0,0,22.8,56.3,2.7,47,53.3,9,0,0.7,10,2,1,HARLON860,1,1,274,50,50,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,4,No,0,?,No,3-Good,Suburban,Professiol,Yes,No
30,111,30,0,0,0,-52,0,1,1.3,6,0,0,0,1,0,10.7,5,2.3,0,0,21,1,1,SANMCA210,1,1,629,36,36,Yes,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,4,No,0,?,No,2-High,Other,Professiol,Yes,No
43.69,318,40,0.25,37,0.1,-192,-13.7,0,1.3,3.7,0,0,3,2.3,0,5.7,7,1.3,0,0,9,1,1,ATLNOR678,2,2,5,50,20,Yes,No,Yes,No,No,Known,Yes,Yes,Yes,No,Yes,Yes,0,0,No,No,0,6,No,0,150,No,3-Good,Town,Homemaker,Yes,No
79.76,667,50,0.5,86,0.1,331,70.6,5.7,0,12,0,0,160.3,41,14,138.7,66,5.7,0,0.7,25,1,1,LAXVNY818,2,2,592,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,150,No,2-High,Other,Other,?,No
59.2,296,32,0.25,87,0,228,65.7,3.7,0,23,0,0.3,59.2,24.3,17.3,72.7,46.3,3.7,0,0.3,15,2,2,LAXONT909,2,2,364,22,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,30,No,3-Good,Suburban,Other,No,Yes
29.99,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,MIAFTM941,1,1,417,42,34,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Other,Professiol,Yes,No
34.99,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,1,LAXCDG310,1,1,1315,0,0,No,No,No,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,6-VeryLow,Other,Other,?,Yes
39.59,127,30,0,24,0,-41,-9.6,0.7,1.3,11.3,0,0,36.4,12.3,4.3,45.7,22,2,0,0.7,38,1,1,SANSAN210,1,1,1137,26,0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,1-Highest,Suburban,Other,No,Yes
71.91,819,55,1.24,0,0,25,-13.9,4.7,6.7,32.3,0,0,168.2,52.3,17.3,200,145.7,11.3,0,6.7,17,1,1,MIAWPB561,3,3,65,0,0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,3,No,0,80,No,3-Good,Other,Other,No,No
48.58,493,60,0.99,0,0,-33,1.4,16,0.7,38.3,2,0,93.6,29.7,3.7,100.3,58,16.7,0,0.7,14,2,1,APCFCH703,3,3,47,0,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,100,No,2-High,Other,Other,No,Yes
31.45,304,26,0,22,0,59,-21.4,5,2,18,0,0,78.1,18.3,5.7,58.3,79,7,0,2,21,3,3,DALFTW817,1,1,633,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,1,0,No,0,?,No,2-High,Town,Other,?,No
89.59,456,50,0,96,1.2,-8,-20.5,3.7,2,24.7,2.3,0,5.9,9.7,0,62.3,22.7,5.7,0,0,10,1,1,INDIND317,1,1,289,34,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,No,No
17.84,24,17,0.25,0,0,-20,-0.8,0.7,0.7,1.7,0,0,0.6,0,0,4.7,3,1.3,0,0,34,1,1,FLNCLR813,2,2,296,54,48,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,30,No,1-Highest,Suburban,Professiol,Yes,No
34.99,167,45,0,0,0,0,0,6.3,1,25,1,0,54.8,17.3,4,96,26.7,7.3,0,1,31,3,3,LAXIRV949,2,2,31,42,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,3,No,0,30,No,3-Good,Other,Other,?,No
59.74,1914,85,0.99,0,0,24,-1.5,78.7,14.3,126,12.7,0.3,589.2,58.7,14.3,364.3,361.3,93,0,17.7,16,1,1,PHIPHI215,4,2,13,36,54,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,3,No,0,150,No,4-Medium,Other,Other,No,No
61.73,399,45,0.5,75,0,-163,-26.7,1,30.3,153.7,0,0,141,40.7,19.7,122.7,32.3,31.3,0,3.7,12,2,2,CHIROC309,1,1,364,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Town,Other,?,Yes
63.8,494,70,3.22,0,0.1,66,-0.8,2.7,12.3,4,0.3,0.3,33.7,15,2.7,68.3,25.7,15.3,0,1.7,19,1,1,CHICHI773,3,2,300,32,30,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,8,No,0,100,No,2-High,Other,Other,Yes,Yes
26.79,104,40,0.25,8,0.6,-104,3.2,4.7,0.7,6.7,0,0.3,4,9,0.3,16,17.3,6,0,0,14,1,1,APCBAL410,1,1,419,20,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,3-Good,Town,Other,?,Yes
34.09,199,40,0.25,0,1.5,-50,3.5,7.7,37.3,12,1.7,1.3,19.3,12.3,0.3,53.7,51,45.3,0,0.7,9,2,1,NCRCRY919,1,1,277,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Town,Other,?,No
48.09,1000,50,0.5,36,0,-82,-12.7,8.7,84.7,159,20.7,7.3,127.5,74.3,0.7,245,441.7,94.7,0.3,8,12,1,1,CHICHI773,2,2,128,38,0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,1,No,0,150,No,4-Medium,Other,Other,No,Yes
85.56,826,75,0,0,0,-231,-10.6,12.3,9,101.3,0,0.3,106.2,16,0.3,259.7,50,21.3,0,0,49,1,1,NOLKEN504,3,3,85,38,0,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,No,0,0,Yes,No,0,2,Yes,0,30,No,2-High,Rural,Other,Yes,No
35.8,620,33,0,0,0,132,1.2,0.3,0.7,39,0,0.3,85.9,2.7,0.3,33.7,71.7,1,0,0.3,27,1,1,HOUHOU281,3,2,348,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,2,30,No,1-Highest,Other,Other,?,Yes
30.24,190,30,0.25,0,0,-2,0.7,1.3,0.7,6.3,0,0,47.2,4.7,0,59.3,17.3,2,0,0,50,1,1,KCYWIC316,2,2,741,36,0,Yes,Yes,No,No,No,Known,No,No,No,No,No,Yes,2,1,No,No,0,4,No,0,30,Yes,1-Highest,Town,Clerical,Yes,No
126.47,1144,70,0.5,179,0,-36,10.6,23.7,15.3,71,3.7,0,235,167.3,43,419.7,262.7,40,0,11.3,38,2,1,DALDAL214,6,5,371,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,30,No,1-Highest,Suburban,Other,?,No
51.35,246,45,0,12,11.8,-47,0.8,7.3,1.3,7.7,0,0.3,40,8.7,0,79.7,8.7,8.7,0,0.3,11,2,2,NNYSYR315,1,1,328,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Other,Other,?,No
34.99,519,45,0,0,0,-247,0,3.3,4,26.7,0,0,25.8,14,0,49.7,90.7,7.3,0,0,12,1,1,LOUETN502,1,1,357,42,0,Yes,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,?,No,2-High,Town,Professiol,No,Yes
30.26,286,40,0,0,0,100,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,SFRSMO650,1,1,259,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Other,Other,?,No
30.73,82,30,0.74,0,0,-32,-0.7,0,0,2,0,0,0,0,0,11.7,9,0,0,0,31,1,1,OHIELY440,1,1,929,40,38,Yes,No,No,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,?,No,1-Highest,Town,Professiol,Yes,No
44.91,521,45,0,0,0,208,-4.9,5,0,43,3,0,174,57.7,49,136.7,83.7,5,0,0.3,24,2,2,PITCAR412,2,1,210,50,24,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,150,No,2-High,Suburban,Other,Yes,No
37.35,343,45,0.5,1,1.6,-40,-0.6,1.7,0,11.7,0,0,65.8,0,0,56,15.7,1.7,0,0,13,1,1,DENGRE970,1,1,394,?,?,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,4-Medium,Other,Other,?,No
30.24,206,40,0.25,0,0,46,-0.2,0.3,2.7,29,0.3,0,5.6,20,1.7,44.7,24,3,0,0,11,1,1,SANCRP512,1,1,309,60,56,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,?,No,2-High,Suburban,Professiol,Yes,No
10.49,645,10,0.5,0,0,30,-0.5,9,1.7,81.7,3.7,1,101.2,44.3,23.3,97.7,137.3,10.7,0,0.7,9,3,3,PHIARD610,1,1,267,40,0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,1,No,0,?,No,3-Good,Other,Other,No,No
80.14,1480,50,0.25,122,0,-232,-37.7,17.3,8.3,45,3.3,4,340.9,44.3,3,110.7,168,25.7,0,12.3,30,2,1,MIAWPB561,5,4,99,26,32,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,1,0,No,No,0,6,No,0,250,Yes,1-Highest,Suburban,Other,Yes,Yes
11.9,93,10,0,0,1.8,6,-1.9,1.3,1.3,20.3,0,0,0,0,0,21.7,7.7,2.7,0,0,7,2,2,NYCNEW201,2,1,200,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,100,No,5-Low,Suburban,Other,?,No
30.5,76,30,0.25,1,0,-22,-0.5,3.7,0,10,0,0,7.1,7.3,0.3,20.3,13.3,3.7,0,0,25,1,1,NYCWHI914,1,1,765,56,54,Yes,No,No,Yes,Yes,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,No,0,5,Yes,0,?,No,1-Highest,Town,Professiol,Yes,No
30.24,80,30,0.25,0,0,-6,-0.2,1,0,1,0,0,30.8,1.3,0,25,9.7,1,0,0,32,1,1,DALDAL214,1,1,969,34,30,No,No,No,Yes,No,Known,Yes,Yes,No,No,No,No,0,0,No,No,0,6,No,0,?,No,1-Highest,Rural,Other,Yes,Yes
39.98,714,45,0,2,0.3,48,-0.2,14.3,1.7,61.7,0.7,0.3,321.4,71.7,21,76,229,16,0,1.7,7,1,1,BOSBOS781,1,1,183,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Other,Other,?,No
41.82,134,40,0,0,0,-6,-1.8,0.7,0.3,6.3,0,0,22.9,6.3,0,18.3,24.3,1,0,0,30,1,1,NYCBRO917,1,1,911,46,46,Yes,No,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,1,6,No,0,?,No,1-Highest,Other,Other,Yes,No
42.7,96,30,0,2,12.1,-1,-12.1,1.7,0,8.7,0,0,11.8,4.7,0.7,15.3,13,1.7,0,0.3,22,1,1,APCSIL301,1,1,646,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,?,Yes
126.65,846,70,1.24,115,19.3,449,81.6,4,0.3,42,0,0,173.4,29,0,132.3,74,4.3,0,4.3,7,1,1,DENDEN303,1,1,185,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Suburban,Other,?,No
75.76,1144,85,0,0,0,-114,-0.8,6,11,169.3,2.3,0.3,161.6,26.7,6.7,234.3,150,17,0,1,7,1,1,SANSAN210,3,3,47,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,150,No,7-Lowest,Other,Other,?,Yes
76.84,508,80,0.25,42,0,183,-8.4,25.7,5.3,36.3,0.3,0.3,42.9,43.3,7.3,62.7,108.7,31,0,1,48,2,2,LAXLAX213,3,2,262,24,0,No,No,No,No,No,?,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Other,Crafts,?,No
92.5,198,22,0,0,0,?,?,2.7,0.7,8.7,2.7,0,32.2,32,9.3,44,38.7,3.3,0,0,12,2,2,HWIHON808,1,1,352,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,1,0,No,0,?,No,2-High,Rural,Other,?,Yes
60.52,94,72,0,0,0,45,-0.5,0.7,0,5,0,0.3,11.6,5.7,3.7,22,11.3,0.7,0,0,7,2,2,NMXAMA806,1,1,214,40,48,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,4,No,0,?,No,2-High,Other,Other,Yes,No
80.23,406,44,0.25,16,0,96,109.9,0.7,1,20.7,0,0,16.4,11.7,0,63,19.3,1.7,0,0,24,1,1,NCRRIC804,2,2,322,36,34,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,30,No,2-High,Suburban,Professiol,Yes,No
117.22,1460,100,12.62,2,0,152,7,4,10.7,55.3,1.7,1,629.5,84.7,31.3,409,103,14.7,0,3.3,7,1,1,FLNTAM813,4,1,161,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,5-Low,Suburban,Other,?,No
30.24,154,40,0.25,0,0,-32,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,PHXGLE623,1,1,323,70,78,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Suburban,Clerical,Yes,No
63.09,1335,70,0.25,0,1.3,-26,0.9,2.7,10.3,40.3,0,0.3,253.3,47.3,10.3,125,107.7,13,0,5,8,1,1,OKCEND580,1,1,250,?,?,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Other,Other,?,No
35.34,150,45,0.25,0,0,42,-0.3,2.3,1.3,28,0,0,19.3,11.7,0.7,40.7,23.3,3.7,0,1,13,1,1,BOSPRO401,1,1,387,54,0,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Other,Other,Yes,No
53.25,151,50,0,0,0,-16,0,0.7,1,7.3,0,0,20.6,11,2.7,28.7,22.7,1.7,0,0,22,1,1,SFRPAL650,3,3,302,50,50,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,5,No,0,30,No,3-Good,Suburban,Other,Yes,No
57.59,670,50,3.46,54,0,230,14.3,11,2.3,74,0.3,0,147.7,57.3,19.3,155,218.7,13.3,0,3.7,7,1,1,NEVLVS702,2,2,2,28,30,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,130,No,5-Low,Suburban,Other,Yes,No
50.58,44,70,0,0,0.6,8,-0.6,1,0.7,9.3,0,0,7.3,0,0,18.7,5.3,1.7,0,0,8,1,1,NMXLUB806,1,1,233,38,38,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Rural,Other,?,No
30.84,116,35,0.25,0,0,38,13.1,10,0.7,6,0.7,0,14.5,5.3,0,24,8,10.7,0,0,13,1,1,HARWAT203,1,1,371,58,62,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,?,No,2-High,Other,Crafts,Yes,Yes
42.45,256,28,3.71,51,0,-150,-5.5,2,15.3,46.3,2.7,0.7,27.5,2.7,0.7,68.7,59,17.3,0,1.3,12,1,1,MIANDA305,1,1,359,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Suburban,Other,?,No
100.14,1380,71,6.68,92,0.5,354,-23.2,4,70.3,53.7,1,0,322.3,46.3,12.7,105.7,94,74.3,0,1.7,13,2,1,SAUS512,1,1,382,0,0,No,Yes,No,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,1-Highest,Town,Other,?,No
40.4,774,45,1.24,11,0,98,-4.4,0.7,32,12.3,2.3,0.7,106.1,12,3.7,56.3,94.3,32.7,0,0.7,28,1,1,CHILAG630,1,1,846,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,4-Medium,Town,Other,?,No
63.98,763,60,0.5,44,0,-154,-13,7.7,8.7,18,0,0,259.4,62,9.3,122,87.7,16.3,0,3.7,20,1,1,MIAFTM941,2,2,227,24,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,1,6,No,0,150,No,2-High,Other,Other,No,Yes
96,549,50,3.71,106,0,-242,-46,3.7,5.7,21.7,0,0,119,14.7,1,151.7,29,9.3,0,1,7,1,1,SAUS512,1,1,210,36,34,No,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,5-Low,Other,Other,Yes,No
10.52,96,10,0,0,0.5,42,-0.5,0,0,1.7,0,0,5.2,11.3,1.7,21.7,1.3,0,0,0.3,9,4,4,HOUHOU281,1,1,273,32,32,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,9,No,0,?,No,2-High,Town,Crafts,Yes,No
80.36,892,45,0,128,0,0,-44.2,19,12,52.7,0,0,282.9,70,11.3,138,177,31.3,0,4.3,6,3,2,DALDAL214,2,2,185,0,0,No,No,Yes,No,No,?,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,10,No,4-Medium,Other,Other,?,No
40.24,518,45,0.25,12,0,132,0.4,5.3,3,17,0,0,17.6,5.3,0.7,63.3,65.3,8.3,0,0,21,2,1,STLJEF573,1,1,640,36,38,Yes,No,No,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,?,No,3-Good,Town,Other,Yes,No
16.5,8,14,0,0,0,-8,-19.5,0,0.3,3,0,0,0,0,0,6,1.7,0.3,0,0,18,1,1,OHIBER440,1,1,542,44,0,No,No,Yes,No,No,Known,No,Yes,No,No,No,Yes,0,0,No,Yes,0,4,No,0,?,No,5-Low,Other,Clerical,No,Yes
227.96,3114,170,3.46,318,13.5,610,45.9,37.3,3,167,3.7,5.3,725.8,228.7,11,805.3,332,40.3,0,34.7,29,5,4,NEVSDG619,3,3,76,38,66,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,2,5,No,0,30,No,1-Highest,Other,Other,?,No
23.71,240,30,0,8,0,-30,4.8,1.3,2,12.7,0.3,0,43.5,14.7,9,54.3,15,3.3,0,0,24,3,3,ATLANE678,2,2,24,44,44,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,8,No,0,150,No,2-High,Town,Other,Yes,No
43.48,321,45,0.25,24,0.5,103,1.2,0.7,5.3,66.3,3,1,86.3,29.3,11.7,108.7,45.3,6,0,0.3,17,1,1,NCRFAY910,2,1,171,30,34,Yes,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,3,No,0,150,No,3-Good,Other,Other,Yes,No
40.37,15,42,0,0,0,-15,0,0,0.3,0.7,0,0.7,5.6,2.3,1.3,7.3,0.7,0.3,0,0,30,2,2,CHICHI773,1,1,910,28,32,No,Yes,No,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,9,No,0,?,No,1-Highest,Other,Other,Yes,Yes
17.87,64,17,0.5,0,0.2,-8,0,1.3,3.7,10.3,0,0,12.7,0.3,0.3,27.3,9.7,5,0,0,35,2,1,DALDAL214,3,2,245,38,36,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,Yes,No,0,7,No,0,30,No,1-Highest,Town,Professiol,Yes,No
31.88,362,30,0.74,0,0.2,-98,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,NEVLVS702,1,1,290,52,46,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,5-Low,Suburban,Other,Yes,No
58.81,361,50,0.74,12,4.5,90,5.6,0,2.7,2.7,0,0,1.2,15.7,0.7,34,22.3,2.7,0,0.3,31,1,1,FLNLEE352,1,1,949,72,0,No,No,Yes,Yes,Yes,?,No,No,No,No,No,No,0,0,Yes,No,0,1,No,0,?,No,3-Good,Other,Other,No,No
30.5,155,30,0.5,0,0,-136,-0.5,2,0,4,0,0.3,0.9,2,0,21,2.3,2,0,0,23,1,1,NYCBRO917,1,1,689,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Other,Other,?,Yes
55.12,723,50,3.71,4,0,0,-4.1,3.7,1,30.3,0.3,0,118.9,2.7,0,142,65,4.7,0,2,27,1,1,HOULJK409,1,1,824,44,40,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,4,No,0,?,No,4-Medium,Town,Other,Yes,Yes
47.1,131,40,0,0,0,76,3,1.7,8,4,0,0.7,18.5,6.7,0.7,8.3,35.7,9.7,0,0.3,10,2,1,NYCBRO917,1,1,291,0,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,8,No,0,?,No,4-Medium,Other,Other,No,No
34.99,63,45,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,LAXCDG310,2,2,303,52,0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,60,No,2-High,Other,Other,No,Yes
47.28,278,32,0,58,0,-35,-1.8,3.3,1.3,34.3,0,0,16.4,5.3,0,88,11,4.7,0,0,32,2,2,DETPON248,1,1,967,38,36,Yes,No,No,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,1-Highest,Town,Professiol,Yes,No
98.42,539,28,0,191,0,192,66.6,26.3,1.3,12.3,3.3,0.7,81.9,59.7,17,83.7,157,28.7,0,0.3,21,1,1,NYCMAN917,3,3,29,30,0,No,No,Yes,No,No,?,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,1,No,0,130,No,5-Low,Other,Other,No,No
44.66,230,50,0,0,4.7,-60,-4.7,1.3,1,40.7,0.3,0,16.5,17,0.3,63.3,18.3,2.3,0,0.3,17,1,1,DENCOL719,1,1,489,34,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,?,No,2-High,Suburban,Other,?,No
23.46,334,31,0,0,0,-334,-79.6,3.7,0,3.7,0,0.7,185.6,25,7.7,41.7,50.7,3.7,0,0,14,1,1,NEVSDG619,1,1,412,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,3-Good,Suburban,Other,?,No
96.54,1844,97,7.18,34,0,440,-0.6,21.7,30.3,243,66.3,0.7,66.1,30,0.7,423.3,366.3,52,0,3.7,16,1,1,FLNORL407,4,2,136,42,0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,3,No,0,130,No,5-Low,Suburban,Other,No,No
82.48,365,74,0.74,14,10.5,-71,2.7,11.3,0.7,18,0.3,0,28,25.3,2,37.7,32,12,0,0,20,4,2,SFRSRO707,2,2,351,54,50,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,30,No,3-Good,Other,Crafts,Yes,No
